Gene_ID	Gene_Name	TSS_ID	TSS_Locus	Strand	Max_Expr	RE_Locus	Max_Hist	Distance	Closest_Locus	Closest_TSS	Histone	Correlation	Correlation_P_Value	Distance_P_Value	CnD_P_Value	Q_Value
ENSG00000205930.4	C21orf49	ENST00000382378.1	chr21:34144473-34144473	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.29203	1.538e-01	5.387e-04	8.615e-04	2.724e-01
ENSG00000205930.4	C21orf49	ENST00000453404.1	chr21:34144472-34144472	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.29203	1.538e-01	5.387e-04	8.615e-04	2.724e-01
ENSG00000205930.4	C21orf49	ENST00000477513.1	chr21:34144499-34144499	+	4.14	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.17065	1.572e-01	2.123e-01	1.468e-01	9.950e-01
ENSG00000159086.10	GCFC1	ENST00000290178.4	chr21:34143979-34143979	-	3.70	chr21:34144082-34144621	49.46	-103	T	F	H3k27ac	0.27574	1.629e-01	7.446e-04	1.215e-03	3.275e-01
ENSG00000205930.4	C21orf49	ENST00000491756.1	chr21:34144485-34144485	+	3.62	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.16088	1.641e-01	2.123e-01	1.518e-01	9.950e-01
ENSG00000166979.8	C21orf63	ENST00000382699.3	chr21:33785010-33785010	+	19.55	chr21:33805255-33805794	7.25	20245	T	F	H3k27ac	-0.26916	1.664e-01	4.101e-02	4.086e-02	8.210e-01
ENSG00000215386.5	C21orf34	ENST00000419952.1	chr21:17566699-17566699	+	2.28	chr21:17566158-17566697	43.99	-2	T	T	H3k27ac	0.26763	1.673e-01	5.427e-04	9.357e-04	2.724e-01
ENSG00000166979.8	C21orf63	ENST00000401402.3	chr21:33784993-33784993	+	18.42	chr21:33805255-33805794	7.25	20262	T	F	H3k27ac	-0.26349	1.697e-01	4.104e-02	4.156e-02	8.210e-01
ENSG00000205930.4	C21orf49	ENST00000382377.3	chr21:34144436-34144436	+	2.55	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.26079	1.712e-01	5.387e-04	9.492e-04	2.724e-01
ENSG00000160209.12	PDXK	ENST00000291565.4	chr21:45138993-45138993	+	92.62	chr21:45132033-45132841	21.22	-6152	T	F	H3k27ac	0.25685	1.734e-01	1.310e-02	1.610e-02	7.619e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40166005-40166544	12.14	-11211	F	F	H3k27ac	0.25491	1.746e-01	2.295e-02	2.612e-02	7.866e-01
ENSG00000160209.12	PDXK	ENST00000398081.1	chr21:45138975-45138975	+	91.48	chr21:45132033-45132841	21.22	-6134	T	T	H3k27ac	0.25275	1.758e-01	1.307e-02	1.625e-02	7.619e-01
ENSG00000160209.12	PDXK	ENST00000468090.1	chr21:45138978-45138978	+	91.51	chr21:45132033-45132841	21.22	-6137	T	F	H3k27ac	0.25229	1.761e-01	1.307e-02	1.628e-02	7.619e-01
ENSG00000205930.4	C21orf49	ENST00000382378.1	chr21:34144473-34144473	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.13643	1.779e-01	2.123e-01	1.615e-01	9.950e-01
ENSG00000205930.4	C21orf49	ENST00000453404.1	chr21:34144472-34144472	+	3.24	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.13643	1.779e-01	2.123e-01	1.615e-01	9.950e-01
ENSG00000243646.3	IL10RB	ENST00000539894.1	chr21:34638764-34638764	+	8.09	chr21:34659331-34659870	26.71	20567	T	T	H3k27ac	-0.24652	1.797e-01	4.165e-02	4.411e-02	8.210e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576304-34576843	14.77	25363	T	T	H3k4me3	0.12646	1.842e-01	1.000e+00	4.958e-01	9.956e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576102-34576641	14.77	25565	F	T	H3k4me3	0.12169	1.869e-01	1.000e+00	5.003e-01	9.956e-01
ENSG00000184029.5	DSCR4	ENST00000328264.3	chr21:39493454-39493454	-	34.48	chr21:39511717-39512242	8.53	-18263	T	F	H3k27ac	-0.23343	1.872e-01	3.703e-02	4.139e-02	8.210e-01
ENSG00000184029.5	DSCR4	ENST00000398948.1	chr21:39493433-39493433	-	34.65	chr21:39511717-39512242	8.53	-18284	T	F	H3k27ac	-0.23328	1.872e-01	3.707e-02	4.144e-02	8.210e-01
ENSG00000198054.7	DSCR8	ENST00000400477.3	chr21:39493567-39493567	+	51.48	chr21:39511717-39512242	8.53	18150	T	F	H3k27ac	-0.23202	1.880e-01	3.681e-02	4.133e-02	8.210e-01
ENSG00000198054.7	DSCR8	ENST00000478613.1	chr21:39493545-39493545	+	36.87	chr21:39511717-39512242	8.53	18172	T	F	H3k27ac	-0.23175	1.881e-01	3.685e-02	4.140e-02	8.210e-01
ENSG00000160202.3	CRYAA	ENST00000398132.1	chr21:44590266-44590266	+	4.10	chr21:44630089-44630628	23.98	39823	T	T	H3k27ac	0.21767	1.966e-01	8.014e-02	8.115e-02	9.812e-01
ENSG00000159216.12	RUNX1	ENST00000325074.5	chr21:36262034-36262034	-	2.04	chr21:36254016-36254555	48.40	7479	T	F	H3k27ac	0.21757	1.966e-01	1.549e-02	2.069e-02	7.837e-01
ENSG00000159086.10	GCFC1	ENST00000331923.4	chr21:34144169-34144169	-	18.01	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	0.10152	2.011e-01	2.123e-01	1.773e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40159570-40160109	31.52	-17646	F	F	H3k27ac	0.20951	2.017e-01	3.581e-02	4.284e-02	8.210e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40159471-40159766	31.52	-17989	F	F	H3k27ac	0.20884	2.022e-01	3.626e-02	4.337e-02	8.210e-01
ENSG00000180530.5	NRIP1	ENST00000318948.4	chr21:16437126-16437126	-	2.84	chr21:16431216-16431755	35.22	5371	T	T	H3k27ac	0.20589	2.040e-01	1.127e-02	1.627e-02	7.619e-01
ENSG00000159216.12	RUNX1	ENST00000399237.2	chr21:36262087-36262087	-	1.87	chr21:36254016-36254555	48.40	7532	T	F	H3k27ac	0.20229	2.062e-01	1.559e-02	2.168e-02	7.866e-01
ENSG00000166979.8	C21orf63	ENST00000496615.1	chr21:33865963-33865963	+	1.07	chr21:33836208-33836567	12.13	29396	T	T	H3k4me3	0.09342	2.102e-01	1.000e+00	5.380e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40173344-40173560	12.14	-4195	F	F	H3k27ac	0.18776	2.157e-01	8.604e-03	1.353e-02	7.426e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40173378-40173917	12.14	-3838	F	F	H3k27ac	0.18716	2.161e-01	8.211e-03	1.301e-02	7.287e-01
ENSG00000236384.2	C21orf129	ENST00000412102.1	chr21:43135935-43135935	-	0.78	chr21:43135735-43136274	27.31	0	T	T	H3k4me3	0.08606	2.177e-01	2.123e-01	1.883e-01	9.956e-01
ENSG00000142192.13	APP	ENST00000440126.2	chr21:27512669-27512669	-	0.51	chr21:27512409-27512948	5.36	0	T	T	H3k4me3	0.08177	2.214e-01	2.123e-01	1.907e-01	9.956e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36254016-36254555	48.40	-4925	T	T	H3k4me3	0.07463	2.281e-01	1.000e+00	5.652e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40170379-40170918	14.47	-6837	F	F	H3k27ac	0.15550	2.387e-01	1.421e-02	2.267e-02	7.866e-01
ENSG00000157557.7	ETS2	ENST00000360938.3	chr21:40177755-40177755	+	1.84	chr21:40174623-40175024	22.91	-2731	T	F	H3k27ac	0.15217	2.412e-01	5.861e-03	1.069e-02	6.791e-01
ENSG00000197381.9	ADARB1	ENST00000462214.1	chr21:46493768-46493768	+	7.71	chr21:46470640-46471179	10.42	-22589	F	T	H3k27ac	0.15139	2.417e-01	4.569e-02	6.081e-02	9.170e-01
ENSG00000160209.12	PDXK	ENST00000291565.4	chr21:45138993-45138993	+	92.62	chr21:45148313-45148500	28.68	9320	F	F	H3k27ac	0.14366	2.479e-01	1.882e-02	2.971e-02	7.866e-01
ENSG00000160209.12	PDXK	ENST00000470029.1	chr21:45139104-45139104	+	13.84	chr21:45148313-45148500	28.68	9209	F	F	H3k27ac	-0.14312	2.482e-01	1.860e-02	2.945e-02	7.866e-01
ENSG00000160209.12	PDXK	ENST00000468090.1	chr21:45138978-45138978	+	91.51	chr21:45148313-45148500	28.68	9335	F	F	H3k27ac	0.14300	2.483e-01	1.885e-02	2.979e-02	7.866e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36254016-36254555	48.40	4925	T	T	H3k27ac	0.14298	2.483e-01	1.038e-02	1.795e-02	7.627e-01
ENSG00000160209.12	PDXK	ENST00000398081.1	chr21:45138975-45138975	+	91.48	chr21:45148313-45148500	28.68	9338	F	F	H3k27ac	0.14155	2.494e-01	1.886e-02	2.991e-02	7.866e-01
ENSG00000185658.8	BRWD1	ENST00000341322.4	chr21:40685568-40685568	-	2.28	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	0.05383	2.522e-01	2.123e-01	2.103e-01	9.956e-01
ENSG00000185658.8	BRWD1	ENST00000341322.4	chr21:40685568-40685568	-	2.28	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.13533	2.543e-01	5.387e-04	1.355e-03	3.427e-01
ENSG00000197381.9	ADARB1	ENST00000462214.1	chr21:46493768-46493768	+	7.71	chr21:46470870-46471409	10.42	-22359	T	T	H3k27ac	0.13519	2.544e-01	4.523e-02	6.288e-02	9.170e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39631260-39631799	22.78	-2390	F	T	H3k4me3	0.05001	2.571e-01	1.000e+00	6.063e-01	9.956e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39630999-39631538	22.78	-2129	T	T	H3k4me3	0.04993	2.572e-01	1.000e+00	6.065e-01	9.956e-01
ENSG00000157551.11	KCNJ15	ENST00000398934.1	chr21:39644429-39644429	+	5.82	chr21:39633687-39634226	2.11	-10203	F	F	H3k27ac	-0.13069	2.580e-01	2.093e-02	3.360e-02	7.907e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17613837-17614376	12.94	-47049	F	T	H3k4me3	0.04717	2.613e-01	1.000e+00	6.120e-01	9.956e-01
ENSG00000142192.13	APP	ENST00000448388.2	chr21:27543446-27543446	-	3.95	chr21:27539128-27539667	52.78	3779	T	F	H3k27ac	0.12455	2.627e-01	8.093e-03	1.521e-02	7.599e-01
ENSG00000205930.4	C21orf49	ENST00000382375.4	chr21:34144411-34144411	+	1.20	chr21:34144082-34144621	49.46	0	T	T	H3k27ac	0.11705	2.690e-01	5.387e-04	1.426e-03	3.427e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36250862-36251096	26.10	8384	F	T	H3k27ac	0.11524	2.707e-01	1.700e-02	2.936e-02	7.866e-01
ENSG00000256247.1	AP001052.1	ENST00000400399.3	chr21:45153943-45153943	+	3.30	chr21:45148313-45148500	28.68	-5443	T	F	H3k27ac	0.11128	2.742e-01	1.107e-02	2.064e-02	7.837e-01
ENSG00000159261.6	CLDN14	ENST00000399135.1	chr21:37852388-37852388	-	1.43	chr21:37850516-37850820	60.77	1568	T	T	H3k27ac	0.11086	2.746e-01	3.439e-03	7.521e-03	5.998e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898291	47.59	0	T	T	H3k4me3	0.03654	2.771e-01	1.961e-01	2.127e-01	9.956e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898295	47.59	0	T	T	H3k4me3	0.03657	2.771e-01	1.974e-01	2.137e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44761226-44761652	7.42	9307	F	T	H3k4me3	0.03595	2.782e-01	1.000e+00	6.342e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44764160-44764667	7.42	12241	F	T	H3k4me3	0.03592	2.784e-01	1.000e+00	6.343e-01	9.956e-01
ENSG00000160207.4	HSF2BP	ENST00000291560.2	chr21:45079374-45079374	-	2.01	chr21:45066431-45066634	21.17	12740	T	F	H3k27ac	0.10459	2.802e-01	2.568e-02	4.270e-02	8.210e-01
ENSG00000159216.12	RUNX1	ENST00000325074.5	chr21:36262034-36262034	-	2.04	chr21:36250862-36251096	26.10	10938	F	F	H3k27ac	0.10421	2.806e-01	2.210e-02	3.773e-02	8.085e-01
ENSG00000205930.4	C21orf49	ENST00000382377.3	chr21:34144436-34144436	+	2.55	chr21:34144082-34144621	49.46	0	T	T	H3k4me3	-0.03410	2.830e-01	2.123e-01	2.290e-01	9.956e-01
ENSG00000160207.4	HSF2BP	ENST00000443485.1	chr21:45079351-45079351	-	1.99	chr21:45066431-45066634	21.17	12717	T	F	H3k27ac	0.10072	2.837e-01	2.563e-02	4.308e-02	8.210e-01
ENSG00000215386.5	C21orf34	ENST00000441820.1	chr21:17909601-17909601	+	0.20	chr21:17936130-17936429	11.58	-26529	T	T	H3k4me3	0.03340	2.852e-01	1.000e+00	6.430e-01	9.956e-01
ENSG00000215386.5	C21orf34	ENST00000458468.1	chr21:17442842-17442842	+	1.64	chr21:17452070-17452609	11.88	9228	T	F	H3k27ac	-0.09823	2.860e-01	1.898e-02	3.375e-02	7.907e-01
ENSG00000155313.10	USP25	ENST00000285679.6	chr21:17102344-17102344	+	0.97	chr21:17031987-17032526	12.97	69818	F	T	H3k4me3	-0.03259	2.876e-01	1.000e+00	6.460e-01	9.956e-01
ENSG00000159216.12	RUNX1	ENST00000399240.1	chr21:36259480-36259480	-	1.27	chr21:36250862-36251096	26.10	-8384	F	T	H3k4me3	-0.03218	2.883e-01	1.000e+00	6.469e-01	9.956e-01
ENSG00000236384.2	C21orf129	ENST00000412102.1	chr21:43135935-43135935	-	0.78	chr21:43135735-43136274	27.31	0	T	T	H3k27ac	0.08816	2.961e-01	5.387e-04	1.554e-03	3.427e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44760573-44761004	7.42	8654	F	T	H3k4me3	0.02917	2.963e-01	1.000e+00	6.568e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44751994-44752310	18.69	-75	T	T	H3k4me3	0.02824	2.989e-01	2.012e-01	2.292e-01	9.956e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576102-34576641	14.77	-25565	F	T	H3k27ac	-0.08471	2.997e-01	5.164e-02	8.000e-02	9.812e-01
ENSG00000159216.12	RUNX1	ENST00000399237.2	chr21:36262087-36262087	-	1.87	chr21:36250862-36251096	26.10	10991	F	F	H3k27ac	0.08394	3.006e-01	2.221e-02	4.012e-02	8.210e-01
ENSG00000160208.10	RRP1B	ENST00000340648.4	chr21:45079429-45079429	+	55.49	chr21:45066431-45066634	21.17	-12795	T	F	H3k27ac	-0.08139	3.036e-01	2.579e-02	4.580e-02	8.332e-01
ENSG00000215386.5	C21orf34	ENST00000445461.1	chr21:17566788-17566788	+	3.94	chr21:17613837-17614376	12.94	47049	F	T	H3k27ac	0.07939	3.060e-01	9.459e-02	1.315e-01	9.950e-01
ENSG00000160209.12	PDXK	ENST00000476313.1	chr21:45148798-45148798	+	10.87	chr21:45148313-45148500	28.68	-298	T	F	H3k27ac	-0.07620	3.096e-01	7.829e-04	2.260e-03	3.628e-01
ENSG00000159110.14	IFNAR2	ENST00000382264.3	chr21:34602206-34602206	+	6.52	chr21:34576304-34576843	14.77	-25363	T	T	H3k27ac	-0.07586	3.100e-01	5.124e-02	8.169e-02	9.812e-01
ENSG00000166979.8	C21orf63	ENST00000496615.1	chr21:33865963-33865963	+	1.07	chr21:33836208-33836567	12.13	-29396	T	T	H3k27ac	0.07336	3.129e-01	5.913e-02	9.232e-02	9.950e-01
ENSG00000160209.12	PDXK	ENST00000472777.1	chr21:45148794-45148794	+	11.01	chr21:45148313-45148500	28.68	-294	T	F	H3k27ac	-0.06823	3.194e-01	7.749e-04	2.303e-03	3.628e-01
ENSG00000233818.1	AP000695.4	ENST00000454980.1	chr21:37818120-37818120	+	0.53	chr21:37810040-37810579	15.64	-7541	T	F	H3k27ac	0.06683	3.211e-01	1.561e-02	3.157e-02	7.868e-01
ENSG00000180530.5	NRIP1	ENST00000400199.1	chr21:16437255-16437255	-	0.80	chr21:16431216-16431755	35.22	5500	T	F	H3k27ac	-0.06613	3.220e-01	1.153e-02	2.449e-02	7.866e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44762738-44763466	17.99	10819	F	T	H3k4me3	0.02271	3.242e-01	1.000e+00	6.893e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44752165-44752704	18.69	-246	F	T	H3k4me3	0.02235	3.267e-01	4.061e-01	4.007e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44753165-44753648	18.69	1246	F	T	H3k4me3	0.02235	3.267e-01	1.000e+00	6.922e-01	9.956e-01
ENSG00000159261.6	CLDN14	ENST00000399135.1	chr21:37852388-37852388	-	1.43	chr21:37843648-37843921	4.79	8467	F	F	H3k27ac	-0.06153	3.285e-01	1.720e-02	3.490e-02	7.907e-01
ENSG00000160209.12	PDXK	ENST00000463355.1	chr21:45139028-45139028	+	116.89	chr21:45148313-45148500	28.68	9285	F	F	H3k27ac	0.05671	3.354e-01	1.875e-02	3.817e-02	8.085e-01
ENSG00000160209.12	PDXK	ENST00000327574.4	chr21:45148781-45148781	+	11.25	chr21:45148313-45148500	28.68	-281	T	F	H3k27ac	-0.05151	3.437e-01	7.489e-04	2.384e-03	3.628e-01
ENSG00000160209.12	PDXK	ENST00000498040.1	chr21:45148611-45148611	+	0.38	chr21:45148313-45148500	28.68	-111	T	T	H3k4me3	-0.01877	3.449e-01	1.870e-01	2.413e-01	9.956e-01
ENSG00000160209.12	PDXK	ENST00000476084.1	chr21:45139058-45139058	+	92.77	chr21:45148313-45148500	28.68	9255	F	F	H3k27ac	0.04979	3.465e-01	1.869e-02	3.911e-02	8.168e-01
ENSG00000142192.13	APP	ENST00000440126.2	chr21:27512669-27512669	-	0.51	chr21:27512409-27512948	5.36	0	T	T	H3k27ac	0.04830	3.491e-01	5.387e-04	1.801e-03	3.427e-01
ENSG00000185658.8	BRWD1	ENST00000333229.2	chr21:40685745-40685745	-	0.56	chr21:40685346-40685885	38.40	0	T	T	H3k27ac	-0.04748	3.505e-01	5.387e-04	1.808e-03	3.427e-01
ENSG00000160209.12	PDXK	ENST00000398085.3	chr21:45139057-45139057	+	93.14	chr21:45148313-45148500	28.68	9256	F	F	H3k27ac	0.04534	3.543e-01	1.870e-02	3.986e-02	8.210e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44762738-44763466	17.99	-10819	F	T	H3k27ac	0.04532	3.544e-01	2.235e-02	4.624e-02	8.353e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39631260-39631799	22.78	2390	F	T	H3k27ac	0.04344	3.578e-01	5.316e-03	1.382e-02	7.426e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39630999-39631538	22.78	2129	T	T	H3k27ac	0.04334	3.580e-01	4.794e-03	1.265e-02	7.287e-01
ENSG00000160209.12	PDXK	ENST00000481512.1	chr21:45153552-45153552	+	0.88	chr21:45148313-45148500	28.68	-5052	T	F	H3k27ac	0.04152	3.616e-01	1.029e-02	2.453e-02	7.866e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898295	47.59	0	T	T	H3k27ac	0.04113	3.625e-01	4.918e-04	1.717e-03	3.427e-01
ENSG00000185186.4	C21orf84	ENST00000332440.3	chr21:44898103-44898103	-	0.35	chr21:44897803-44898291	47.59	0	T	T	H3k27ac	0.04110	3.625e-01	4.878e-04	1.705e-03	3.427e-01
ENSG00000160209.12	PDXK	ENST00000498040.1	chr21:45148611-45148611	+	0.38	chr21:45148313-45148500	28.68	-111	T	T	H3k27ac	0.04107	3.626e-01	4.089e-04	1.456e-03	3.427e-01
ENSG00000157551.11	KCNJ15	ENST00000419868.1	chr21:39668848-39668848	+	0.34	chr21:39664274-39664813	1.37	-4035	T	F	H3k27ac	0.04061	3.635e-01	8.604e-03	2.117e-02	7.866e-01
ENSG00000157551.11	KCNJ15	ENST00000443341.1	chr21:39628664-39628664	+	0.25	chr21:39631260-39631799	22.78	2596	F	F	H3k27ac	0.04053	3.636e-01	5.728e-03	1.494e-02	7.523e-01
ENSG00000157551.11	KCNJ15	ENST00000398928.1	chr21:39628663-39628663	+	0.25	chr21:39631260-39631799	22.78	2597	F	F	H3k27ac	0.04040	3.639e-01	5.730e-03	1.496e-02	7.523e-01
ENSG00000157551.11	KCNJ15	ENST00000443341.1	chr21:39628664-39628664	+	0.25	chr21:39630999-39631538	22.78	2335	T	F	H3k27ac	0.04037	3.640e-01	5.206e-03	1.377e-02	7.426e-01
ENSG00000157551.11	KCNJ15	ENST00000398928.1	chr21:39628663-39628663	+	0.25	chr21:39630999-39631538	22.78	2336	T	F	H3k27ac	0.04023	3.643e-01	5.208e-03	1.379e-02	7.426e-01
ENSG00000157551.11	KCNJ15	ENST00000419868.1	chr21:39668848-39668848	+	0.34	chr21:39675109-39675648	1.37	6261	F	T	H3k27ac	0.03981	3.651e-01	1.305e-02	3.024e-02	7.866e-01
ENSG00000157551.11	KCNJ15	ENST00000419868.1	chr21:39668848-39668848	+	0.34	chr21:39675109-39675648	1.37	-6261	F	T	H3k4me3	-0.01645	3.664e-01	1.000e+00	7.343e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44764160-44764667	7.42	-12241	F	T	H3k27ac	0.03794	3.691e-01	2.498e-02	5.242e-02	8.864e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159471-40159766	31.52	17465	F	T	H3k4me3	0.01597	3.694e-01	1.000e+00	7.373e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40173378-40173917	12.14	3314	F	T	H3k4me3	-0.01589	3.700e-01	1.000e+00	7.378e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44751994-44752310	18.69	-75	T	T	H3k27ac	0.03666	3.722e-01	4.659e-04	1.675e-03	3.427e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40173344-40173560	12.14	3671	F	T	H3k4me3	-0.01542	3.742e-01	1.000e+00	7.420e-01	9.956e-01
ENSG00000155313.10	USP25	ENST00000285679.6	chr21:17102344-17102344	+	0.97	chr21:17031987-17032526	12.97	-69818	F	T	H3k27ac	-0.03481	3.765e-01	1.401e-01	2.080e-01	9.956e-01
ENSG00000185658.8	BRWD1	ENST00000333229.2	chr21:40685745-40685745	-	0.56	chr21:40685346-40685885	38.40	0	T	T	H3k4me3	0.01501	3.784e-01	2.123e-01	2.829e-01	9.956e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44752165-44752704	18.69	-246	F	T	H3k27ac	0.03072	3.872e-01	1.030e-03	3.522e-03	4.177e-01
ENSG00000185658.8	BRWD1	ENST00000470108.1	chr21:40693485-40693485	-	3.79	chr21:40685346-40685885	38.40	7600	T	F	H3k27ac	-0.02984	3.897e-01	1.573e-02	3.736e-02	8.085e-01
ENSG00000215386.5	C21orf34	ENST00000456342.1	chr21:17443553-17443553	+	0.14	chr21:17452070-17452609	11.88	-8517	T	T	H3k4me3	-0.01377	3.907e-01	1.000e+00	7.579e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40159570-40160109	31.52	17122	F	T	H3k4me3	0.01372	3.909e-01	1.000e+00	7.581e-01	9.956e-01
ENSG00000215386.5	C21orf34	ENST00000441820.1	chr21:17909601-17909601	+	0.20	chr21:17936130-17936429	11.58	26529	T	T	H3k27ac	0.02883	3.926e-01	5.334e-02	1.019e-01	9.950e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44753165-44753648	18.69	-1246	F	T	H3k27ac	0.02860	3.933e-01	2.974e-03	9.066e-03	6.415e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40174623-40175024	22.91	2207	T	T	H3k4me3	-0.01249	4.059e-01	1.000e+00	7.719e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40170379-40170918	14.47	6313	F	T	H3k4me3	0.01236	4.073e-01	1.000e+00	7.731e-01	9.956e-01
ENSG00000159200.12	RCAN1	ENST00000487434.1	chr21:35893881-35893881	-	0.36	chr21:35898945-35899484	35.12	-5064	T	F	H3k27ac	0.02404	4.079e-01	1.066e-02	2.800e-02	7.866e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44761226-44761652	7.42	-9307	F	T	H3k27ac	0.02389	4.084e-01	1.903e-02	4.552e-02	8.332e-01
ENSG00000157551.11	KCNJ15	ENST00000398938.2	chr21:39628870-39628870	+	0.32	chr21:39633687-39634226	2.11	-4817	F	T	H3k4me3	-0.01181	4.125e-01	1.000e+00	7.778e-01	9.956e-01
ENSG00000215386.5	C21orf34	ENST00000456342.1	chr21:17443553-17443553	+	0.14	chr21:17496647-17497186	19.49	-53094	F	T	H3k4me3	-0.01165	4.138e-01	1.000e+00	7.790e-01	9.956e-01
ENSG00000157557.7	ETS2	ENST00000360214.3	chr21:40177231-40177231	+	0.25	chr21:40166005-40166544	12.14	-10687	F	T	H3k27ac	0.02190	4.159e-01	2.190e-02	5.191e-02	8.859e-01
ENSG00000237864.1	C21orf136	ENST00000450205.1	chr21:44751919-44751919	-	0.29	chr21:44760573-44761004	7.42	-8654	F	T	H3k27ac	0.02049	4.215e-01	1.773e-02	4.407e-02	8.210e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45020575-45020861	28.70	-57164	F	T	H3k4me3	-0.01071	4.223e-01	1.000e+00	7.863e-01	9.956e-01
ENSG00000160207.4	HSF2BP	ENST00000542962.1	chr21:45078025-45078025	-	0.12	chr21:45066431-45066634	21.17	-11391	T	T	H3k4me3	-0.01033	4.245e-01	1.000e+00	7.882e-01	9.956e-01
